Mod:Item:MetaData, Localized Name
tconstruct:broad_axe_head:0, End Broad Axe Head
tconstruct:broad_axe_head:0, Paper Broad Axe Head
tconstruct:broad_axe_head:0, Sponge Broad Axe Head
tconstruct:broad_axe_head:0, Firewood Broad Axe Head
tconstruct:broad_axe_head:0, Iron Broad Axe Head
tconstruct:broad_axe_head:0, Pig Iron Broad Axe Head
tconstruct:broad_axe_head:0, Knightslime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Slime Broad Axe Head
tconstruct:broad_axe_head:0, Magma Slime Broad Axe Head
tconstruct:broad_axe_head:0, Netherrack Broad Axe Head
tconstruct:broad_axe_head:0, Cobalt Broad Axe Head
tconstruct:broad_axe_head:0, Ardite Broad Axe Head
tconstruct:broad_axe_head:0, Manyullyn Broad Axe Head
tconstruct:broad_axe_head:0, Copper Broad Axe Head
tconstruct:broad_axe_head:0, Bronze Broad Axe Head
tconstruct:broad_axe_head:0, Lead Broad Axe Head
tconstruct:broad_axe_head:0, Silver Broad Axe Head
tconstruct:broad_axe_head:0, Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Steel Broad Axe Head
tconstruct:broad_axe_head:0, Magical Wooden Broad Axe Head
tconstruct:broad_axe_head:0, Evil Infused Broad Axe Head
tconstruct:broad_axe_head:0, Enchanted Broad Axe Head
tconstruct:broad_axe_head:0, Demonic Broad Axe Head
tconstruct:broad_axe_head:0, Amordrine Broad Axe Head
tconstruct:broad_axe_head:0, Haderoth Broad Axe Head
tconstruct:broad_axe_head:0, Alduorite Broad Axe Head
tconstruct:broad_axe_head:0, Platinum Broad Axe Head
tconstruct:broad_axe_head:0, Vulcanite Broad Axe Head
tconstruct:broad_axe_head:0, Ignatius Broad Axe Head
tconstruct:broad_axe_head:0, Etherium Broad Axe Head
tconstruct:broad_axe_head:0, Quicksilver Broad Axe Head
tconstruct:broad_axe_head:0, Brass Broad Axe Head
tconstruct:broad_axe_head:0, Astral Silver Broad Axe Head
tconstruct:broad_axe_head:0, Hepatizon Broad Axe Head
tconstruct:broad_axe_head:0, Eximite Broad Axe Head
tconstruct:broad_axe_head:0, Sanguinite Broad Axe Head
tconstruct:broad_axe_head:0, Desichalkos Broad Axe Head
tconstruct:broad_axe_head:0, Celenegil Broad Axe Head
tconstruct:broad_axe_head:0, Shadow Iron Broad Axe Head
tconstruct:broad_axe_head:0, Carmot Broad Axe Head
tconstruct:broad_axe_head:0, Mithril Broad Axe Head
tconstruct:broad_axe_head:0, Ceruclase Broad Axe Head
tconstruct:broad_axe_head:0, Deep Iron Broad Axe Head
tconstruct:broad_axe_head:0, Angmallen Broad Axe Head
tconstruct:broad_axe_head:0, Kalendrite Broad Axe Head
tconstruct:broad_axe_head:0, Damascus Steel Broad Axe Head
tconstruct:broad_axe_head:0, Prometheum Broad Axe Head
tconstruct:broad_axe_head:0, Adamantine Broad Axe Head
tconstruct:broad_axe_head:0, Tartarite Broad Axe Head
tconstruct:broad_axe_head:0, Atlarus Broad Axe Head
tconstruct:broad_axe_head:0, Black Steel Broad Axe Head
tconstruct:broad_axe_head:0, Vyroxeres Broad Axe Head
tconstruct:broad_axe_head:0, Oureclase Broad Axe Head
tconstruct:broad_axe_head:0, Inolashite Broad Axe Head
tconstruct:broad_axe_head:0, Orichalcum Broad Axe Head
tconstruct:broad_axe_head:0, Infuscolium Broad Axe Head
tconstruct:broad_axe_head:0, Midasium Broad Axe Head
tconstruct:broad_axe_head:0, Shadow Steel Broad Axe Head
tconstruct:broad_axe_head:0, Krik Broad Axe Head
tconstruct:broad_axe_head:0, Enderium Broad Axe Head
tconstruct:broad_axe_head:0, Iridium Broad Axe Head
tconstruct:broad_axe_head:0, Signalum Broad Axe Head
tconstruct:broad_axe_head:0, Lumium Broad Axe Head
tconstruct:broad_axe_head:0, Constantan Broad Axe Head
tconstruct:broad_axe_head:0, Invar Broad Axe Head
tconstruct:broad_axe_head:0, Nickel Broad Axe Head
tconstruct:broad_axe_head:0, Tin Broad Axe Head
tconstruct:broad_axe_head:0, Aluminum Broad Axe Head
tconstruct:broad_axe_head:0, Zinc Broad Axe Head
tconstruct:broad_axe_head:0, Refined Obsidian Broad Axe Head
tconstruct:broad_axe_head:0, Refined Glowstone Broad Axe Head
tconstruct:broad_axe_head:0, Manasteel Broad Axe Head
tconstruct:broad_axe_head:0, Terrasteel Broad Axe Head
tconstruct:broad_axe_head:0, Elementium Broad Axe Head
tconstruct:broad_axe_head:0, Gaia Spirit Broad Axe Head
tconstruct:broad_axe_head:0, Yellorium Broad Axe Head
tconstruct:broad_axe_head:0, Cyanite Broad Axe Head
tconstruct:broad_axe_head:0, Blutonium Broad Axe Head
tconstruct:broad_axe_head:0, Ludicrite Broad Axe Head
tconstruct:broad_axe_head:0, Quartz Enriched Iron Broad Axe Head
tconstruct:broad_axe_head:0, Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Wyvern Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Awakened Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Chaotic Draconium Broad Axe Head
tconstruct:broad_axe_head:0, Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Psigem Broad Axe Head
tconstruct:broad_axe_head:0, Ivory Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Ebony Psimetal Broad Axe Head
tconstruct:broad_axe_head:0, Dark Matter Broad Axe Head
tconstruct:broad_axe_head:0, Red Matter Broad Axe Head
tconstruct:broad_axe_head:0, Fluxed Electrum Broad Axe Head
tconstruct:broad_axe_head:0, Refined Iron Broad Axe Head
tconstruct:broad_axe_head:0, Tungsten Broad Axe Head
tconstruct:broad_axe_head:0, Titanium Broad Axe Head
tconstruct:broad_axe_head:0, Chrome Broad Axe Head
tconstruct:broad_axe_head:0, Advanced Alloy Broad Axe Head
tconstruct:broad_axe_head:0, Ruby Broad Axe Head
tconstruct:broad_axe_head:0, Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Peridot Broad Axe Head
tconstruct:broad_axe_head:0, Yellow Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Red Garnet Broad Axe Head
tconstruct:broad_axe_head:0, Rubber Broad Axe Head
tconstruct:broad_axe_head:0, Certus Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Fluix Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Prosperity Shard Broad Axe Head
tconstruct:broad_axe_head:0, Soulium Broad Axe Head
tconstruct:broad_axe_head:0, Base Essence Broad Axe Head
tconstruct:broad_axe_head:0, Inferium Broad Axe Head
tconstruct:broad_axe_head:0, Prudentium Broad Axe Head
tconstruct:broad_axe_head:0, Intermedium Broad Axe Head
tconstruct:broad_axe_head:0, Superium Broad Axe Head
tconstruct:broad_axe_head:0, Supremium Broad Axe Head
tconstruct:broad_axe_head:0, Certus Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Fluix Crystal Broad Axe Head
tconstruct:broad_axe_head:0, Charged Certus Quartz Broad Axe Head
tconstruct:broad_axe_head:0, Glowstone Broad Axe Head
tconstruct:broad_axe_head:0, Zinc Broad Axe Head
tconstruct:broad_axe_head:0, Titanium Broad Axe Head
tconstruct:broad_axe_head:0, Iridium Broad Axe Head
tconstruct:broad_axe_head:0, Aluminum Broad Axe Head
tconstruct:broad_axe_head:0, Platinum Broad Axe Head
tconstruct:broad_axe_head:0, Invar Broad Axe Head
tconstruct:broad_axe_head:0, Amethyst Broad Axe Head
tconstruct:broad_axe_head:0, Ruby Broad Axe Head
tconstruct:broad_axe_head:0, Sapphire Broad Axe Head
tconstruct:broad_axe_head:0, Peridot Broad Axe Head
tconstruct:broad_axe_head:0, Enderium Broad Axe Head
tconstruct:broad_axe_head:0, Lumium Broad Axe Head
tconstruct:broad_axe_head:0, Signalum Broad Axe Head
tconstruct:broad_axe_head:0, Lavium Broad Axe Head
tconstruct:broad_axe_head:0, Qivium Broad Axe Head
tconstruct:sword_blade:0, Electrical Sword Blade
tconstruct:sword_blade:0, Energetic Sword Blade
tconstruct:sword_blade:0, Vibrant Sword Blade
tconstruct:sword_blade:0, Red Sword Blade
tconstruct:sword_blade:0, Conductive Sword Blade
tconstruct:sword_blade:0, Pulsating Sword Blade
tconstruct:sword_blade:0, Dark Sword Blade
tconstruct:sword_blade:0, Souled Sword Blade
tconstruct:sword_blade:0, Sword Blade of the End
tconstruct:sword_blade:0, Fake-Iron Sword Blade
tconstruct:sword_blade:0, Wooden Sword Blade
tconstruct:sword_blade:0, Stone Sword Blade
tconstruct:sword_blade:0, Flint Sword Blade
tconstruct:sword_blade:0, Cactus Sword Blade
tconstruct:sword_blade:0, Bone Sword Blade
tconstruct:sword_blade:0, Obsidian Sword Blade
tconstruct:sword_blade:0, Prismarine Sword Blade
tconstruct:sword_blade:0, End Sword Blade
tconstruct:sword_blade:0, Paper Sword Blade
tconstruct:sword_blade:0, Sponge Sword Blade
tconstruct:sword_blade:0, Firewood Sword Blade
tconstruct:sword_blade:0, Iron Sword Blade
tconstruct:sword_blade:0, Pig Iron Sword Blade
tconstruct:sword_blade:0, Knightslime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Slime Sword Blade
tconstruct:sword_blade:0, Magma Slime Sword Blade
tconstruct:sword_blade:0, Netherrack Sword Blade
tconstruct:sword_blade:0, Cobalt Sword Blade
tconstruct:sword_blade:0, Ardite Sword Blade
tconstruct:sword_blade:0, Manyullyn Sword Blade
tconstruct:sword_blade:0, Copper Sword Blade
tconstruct:sword_blade:0, Bronze Sword Blade
tconstruct:sword_blade:0, Lead Sword Blade
tconstruct:sword_blade:0, Silver Sword Blade
tconstruct:sword_blade:0, Electrum Sword Blade
tconstruct:sword_blade:0, Steel Sword Blade
tconstruct:sword_blade:0, Magical Wooden Sword Blade
tconstruct:sword_blade:0, Evil Infused Sword Blade
tconstruct:sword_blade:0, Enchanted Sword Blade
tconstruct:sword_blade:0, Demonic Sword Blade
tconstruct:sword_blade:0, Amordrine Sword Blade
tconstruct:sword_blade:0, Haderoth Sword Blade
tconstruct:sword_blade:0, Alduorite Sword Blade
tconstruct:sword_blade:0, Platinum Sword Blade
tconstruct:sword_blade:0, Vulcanite Sword Blade
tconstruct:sword_blade:0, Ignatius Sword Blade
tconstruct:sword_blade:0, Etherium Sword Blade
tconstruct:sword_blade:0, Quicksilver Sword Blade
tconstruct:sword_blade:0, Brass Sword Blade
tconstruct:sword_blade:0, Astral Silver Sword Blade
tconstruct:sword_blade:0, Hepatizon Sword Blade
tconstruct:sword_blade:0, Eximite Sword Blade
tconstruct:sword_blade:0, Sanguinite Sword Blade
tconstruct:sword_blade:0, Desichalkos Sword Blade
tconstruct:sword_blade:0, Celenegil Sword Blade
tconstruct:sword_blade:0, Shadow Iron Sword Blade
tconstruct:sword_blade:0, Carmot Sword Blade
tconstruct:sword_blade:0, Mithril Sword Blade
tconstruct:sword_blade:0, Ceruclase Sword Blade
tconstruct:sword_blade:0, Deep Iron Sword Blade
tconstruct:sword_blade:0, Angmallen Sword Blade
tconstruct:sword_blade:0, Kalendrite Sword Blade
tconstruct:sword_blade:0, Damascus Steel Sword Blade
tconstruct:sword_blade:0, Prometheum Sword Blade
tconstruct:sword_blade:0, Adamantine Sword Blade
tconstruct:sword_blade:0, Tartarite Sword Blade
tconstruct:sword_blade:0, Atlarus Sword Blade
tconstruct:sword_blade:0, Black Steel Sword Blade
tconstruct:sword_blade:0, Vyroxeres Sword Blade
tconstruct:sword_blade:0, Oureclase Sword Blade
tconstruct:sword_blade:0, Inolashite Sword Blade
tconstruct:sword_blade:0, Orichalcum Sword Blade
tconstruct:sword_blade:0, Infuscolium Sword Blade
tconstruct:sword_blade:0, Midasium Sword Blade
tconstruct:sword_blade:0, Shadow Steel Sword Blade
tconstruct:sword_blade:0, Krik Sword Blade
tconstruct:sword_blade:0, Enderium Sword Blade
tconstruct:sword_blade:0, Iridium Sword Blade
tconstruct:sword_blade:0, Signalum Sword Blade
tconstruct:sword_blade:0, Lumium Sword Blade
tconstruct:sword_blade:0, Constantan Sword Blade
tconstruct:sword_blade:0, Invar Sword Blade
tconstruct:sword_blade:0, Nickel Sword Blade
tconstruct:sword_blade:0, Tin Sword Blade
tconstruct:sword_blade:0, Aluminum Sword Blade
tconstruct:sword_blade:0, Zinc Sword Blade
tconstruct:sword_blade:0, Refined Obsidian Sword Blade
tconstruct:sword_blade:0, Refined Glowstone Sword Blade
tconstruct:sword_blade:0, Manasteel Sword Blade
tconstruct:sword_blade:0, Terrasteel Sword Blade
tconstruct:sword_blade:0, Elementium Sword Blade
tconstruct:sword_blade:0, Gaia Spirit Sword Blade
tconstruct:sword_blade:0, Yellorium Sword Blade
tconstruct:sword_blade:0, Cyanite Sword Blade
tconstruct:sword_blade:0, Blutonium Sword Blade
tconstruct:sword_blade:0, Ludicrite Sword Blade
tconstruct:sword_blade:0, Quartz Enriched Iron Sword Blade
tconstruct:sword_blade:0, Draconium Sword Blade
tconstruct:sword_blade:0, Wyvern Draconium Sword Blade
tconstruct:sword_blade:0, Awakened Draconium Sword Blade
tconstruct:sword_blade:0, Chaotic Draconium Sword Blade
tconstruct:sword_blade:0, Psimetal Sword Blade
tconstruct:sword_blade:0, Psigem Sword Blade
tconstruct:sword_blade:0, Ivory Psimetal Sword Blade
tconstruct:sword_blade:0, Ebony Psimetal Sword Blade
tconstruct:sword_blade:0, Dark Matter Sword Blade
tconstruct:sword_blade:0, Red Matter Sword Blade
tconstruct:sword_blade:0, Fluxed Electrum Sword Blade
tconstruct:sword_blade:0, Refined Iron Sword Blade
tconstruct:sword_blade:0, Tungsten Sword Blade
tconstruct:sword_blade:0, Titanium Sword Blade
tconstruct:sword_blade:0, Chrome Sword Blade
tconstruct:sword_blade:0, Advanced Alloy Sword Blade
tconstruct:sword_blade:0, Ruby Sword Blade
tconstruct:sword_blade:0, Sapphire Sword Blade
tconstruct:sword_blade:0, Peridot Sword Blade
tconstruct:sword_blade:0, Yellow Garnet Sword Blade
tconstruct:sword_blade:0, Red Garnet Sword Blade
tconstruct:sword_blade:0, Rubber Sword Blade
tconstruct:sword_blade:0, Certus Quartz Sword Blade
tconstruct:sword_blade:0, Fluix Crystal Sword Blade
tconstruct:sword_blade:0, Prosperity Shard Sword Blade
tconstruct:sword_blade:0, Soulium Sword Blade
tconstruct:sword_blade:0, Base Essence Sword Blade
tconstruct:sword_blade:0, Inferium Sword Blade
tconstruct:sword_blade:0, Prudentium Sword Blade
tconstruct:sword_blade:0, Intermedium Sword Blade
tconstruct:sword_blade:0, Superium Sword Blade
tconstruct:sword_blade:0, Supremium Sword Blade
tconstruct:sword_blade:0, Certus Quartz Sword Blade
tconstruct:sword_blade:0, Fluix Crystal Sword Blade
tconstruct:sword_blade:0, Charged Certus Quartz Sword Blade
tconstruct:sword_blade:0, Glowstone Sword Blade
tconstruct:sword_blade:0, Zinc Sword Blade
tconstruct:sword_blade:0, Titanium Sword Blade
tconstruct:sword_blade:0, Iridium Sword Blade
tconstruct:sword_blade:0, Aluminum Sword Blade
tconstruct:sword_blade:0, Platinum Sword Blade
tconstruct:sword_blade:0, Invar Sword Blade
tconstruct:sword_blade:0, Amethyst Sword Blade
tconstruct:sword_blade:0, Ruby Sword Blade
tconstruct:sword_blade:0, Sapphire Sword Blade
tconstruct:sword_blade:0, Peridot Sword Blade
tconstruct:sword_blade:0, Enderium Sword Blade
tconstruct:sword_blade:0, Lumium Sword Blade
tconstruct:sword_blade:0, Signalum Sword Blade
tconstruct:sword_blade:0, Lavium Sword Blade
tconstruct:sword_blade:0, Qivium Sword Blade
tconstruct:large_sword_blade:0, Electrical Large Sword Blade
tconstruct:large_sword_blade:0, Energetic Large Sword Blade
tconstruct:large_sword_blade:0, Vibrant Large Sword Blade
tconstruct:large_sword_blade:0, Red Large Sword Blade
tconstruct:large_sword_blade:0, Conductive Large Sword Blade
tconstruct:large_sword_blade:0, Pulsating Large Sword Blade
tconstruct:large_sword_blade:0, Dark Large Sword Blade
tconstruct:large_sword_blade:0, Souled Large Sword Blade
tconstruct:large_sword_blade:0, Large Sword Blade of the End
tconstruct:large_sword_blade:0, Fake-Iron Large Sword Blade
tconstruct:large_sword_blade:0, Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Stone Large Sword Blade
tconstruct:large_sword_blade:0, Flint Large Sword Blade
tconstruct:large_sword_blade:0, Cactus Large Sword Blade
tconstruct:large_sword_blade:0, Bone Large Sword Blade
tconstruct:large_sword_blade:0, Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Prismarine Large Sword Blade
tconstruct:large_sword_blade:0, End Large Sword Blade
tconstruct:large_sword_blade:0, Paper Large Sword Blade
tconstruct:large_sword_blade:0, Sponge Large Sword Blade
tconstruct:large_sword_blade:0, Firewood Large Sword Blade
tconstruct:large_sword_blade:0, Iron Large Sword Blade
tconstruct:large_sword_blade:0, Pig Iron Large Sword Blade
tconstruct:large_sword_blade:0, Knightslime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Slime Large Sword Blade
tconstruct:large_sword_blade:0, Magma Slime Large Sword Blade
tconstruct:large_sword_blade:0, Netherrack Large Sword Blade
tconstruct:large_sword_blade:0, Cobalt Large Sword Blade
tconstruct:large_sword_blade:0, Ardite Large Sword Blade
tconstruct:large_sword_blade:0, Manyullyn Large Sword Blade
tconstruct:large_sword_blade:0, Copper Large Sword Blade
tconstruct:large_sword_blade:0, Bronze Large Sword Blade
tconstruct:large_sword_blade:0, Lead Large Sword Blade
tconstruct:large_sword_blade:0, Silver Large Sword Blade
tconstruct:large_sword_blade:0, Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Steel Large Sword Blade
tconstruct:large_sword_blade:0, Magical Wooden Large Sword Blade
tconstruct:large_sword_blade:0, Evil Infused Large Sword Blade
tconstruct:large_sword_blade:0, Enchanted Large Sword Blade
tconstruct:large_sword_blade:0, Demonic Large Sword Blade
tconstruct:large_sword_blade:0, Amordrine Large Sword Blade
tconstruct:large_sword_blade:0, Haderoth Large Sword Blade
tconstruct:large_sword_blade:0, Alduorite Large Sword Blade
tconstruct:large_sword_blade:0, Platinum Large Sword Blade
tconstruct:large_sword_blade:0, Vulcanite Large Sword Blade
tconstruct:large_sword_blade:0, Ignatius Large Sword Blade
tconstruct:large_sword_blade:0, Etherium Large Sword Blade
tconstruct:large_sword_blade:0, Quicksilver Large Sword Blade
tconstruct:large_sword_blade:0, Brass Large Sword Blade
tconstruct:large_sword_blade:0, Astral Silver Large Sword Blade
tconstruct:large_sword_blade:0, Hepatizon Large Sword Blade
tconstruct:large_sword_blade:0, Eximite Large Sword Blade
tconstruct:large_sword_blade:0, Sanguinite Large Sword Blade
tconstruct:large_sword_blade:0, Desichalkos Large Sword Blade
tconstruct:large_sword_blade:0, Celenegil Large Sword Blade
tconstruct:large_sword_blade:0, Shadow Iron Large Sword Blade
tconstruct:large_sword_blade:0, Carmot Large Sword Blade
tconstruct:large_sword_blade:0, Mithril Large Sword Blade
tconstruct:large_sword_blade:0, Ceruclase Large Sword Blade
tconstruct:large_sword_blade:0, Deep Iron Large Sword Blade
tconstruct:large_sword_blade:0, Angmallen Large Sword Blade
tconstruct:large_sword_blade:0, Kalendrite Large Sword Blade
tconstruct:large_sword_blade:0, Damascus Steel Large Sword Blade
tconstruct:large_sword_blade:0, Prometheum Large Sword Blade
tconstruct:large_sword_blade:0, Adamantine Large Sword Blade
tconstruct:large_sword_blade:0, Tartarite Large Sword Blade
tconstruct:large_sword_blade:0, Atlarus Large Sword Blade
tconstruct:large_sword_blade:0, Black Steel Large Sword Blade
tconstruct:large_sword_blade:0, Vyroxeres Large Sword Blade
tconstruct:large_sword_blade:0, Oureclase Large Sword Blade
tconstruct:large_sword_blade:0, Inolashite Large Sword Blade
tconstruct:large_sword_blade:0, Orichalcum Large Sword Blade
tconstruct:large_sword_blade:0, Infuscolium Large Sword Blade
tconstruct:large_sword_blade:0, Midasium Large Sword Blade
tconstruct:large_sword_blade:0, Shadow Steel Large Sword Blade
tconstruct:large_sword_blade:0, Krik Large Sword Blade
tconstruct:large_sword_blade:0, Enderium Large Sword Blade
tconstruct:large_sword_blade:0, Iridium Large Sword Blade
tconstruct:large_sword_blade:0, Signalum Large Sword Blade
tconstruct:large_sword_blade:0, Lumium Large Sword Blade
tconstruct:large_sword_blade:0, Constantan Large Sword Blade
tconstruct:large_sword_blade:0, Invar Large Sword Blade
tconstruct:large_sword_blade:0, Nickel Large Sword Blade
tconstruct:large_sword_blade:0, Tin Large Sword Blade
tconstruct:large_sword_blade:0, Aluminum Large Sword Blade
tconstruct:large_sword_blade:0, Zinc Large Sword Blade
tconstruct:large_sword_blade:0, Refined Obsidian Large Sword Blade
tconstruct:large_sword_blade:0, Refined Glowstone Large Sword Blade
tconstruct:large_sword_blade:0, Manasteel Large Sword Blade
tconstruct:large_sword_blade:0, Terrasteel Large Sword Blade
tconstruct:large_sword_blade:0, Elementium Large Sword Blade
tconstruct:large_sword_blade:0, Gaia Spirit Large Sword Blade
tconstruct:large_sword_blade:0, Yellorium Large Sword Blade
tconstruct:large_sword_blade:0, Cyanite Large Sword Blade
tconstruct:large_sword_blade:0, Blutonium Large Sword Blade
tconstruct:large_sword_blade:0, Ludicrite Large Sword Blade
tconstruct:large_sword_blade:0, Quartz Enriched Iron Large Sword Blade
tconstruct:large_sword_blade:0, Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Wyvern Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Awakened Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Chaotic Draconium Large Sword Blade
tconstruct:large_sword_blade:0, Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Psigem Large Sword Blade
tconstruct:large_sword_blade:0, Ivory Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Ebony Psimetal Large Sword Blade
tconstruct:large_sword_blade:0, Dark Matter Large Sword Blade
tconstruct:large_sword_blade:0, Red Matter Large Sword Blade
tconstruct:large_sword_blade:0, Fluxed Electrum Large Sword Blade
tconstruct:large_sword_blade:0, Refined Iron Large Sword Blade
tconstruct:large_sword_blade:0, Tungsten Large Sword Blade
tconstruct:large_sword_blade:0, Titanium Large Sword Blade
tconstruct:large_sword_blade:0, Chrome Large Sword Blade
tconstruct:large_sword_blade:0, Advanced Alloy Large Sword Blade
tconstruct:large_sword_blade:0, Ruby Large Sword Blade
tconstruct:large_sword_blade:0, Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Peridot Large Sword Blade
tconstruct:large_sword_blade:0, Yellow Garnet Large Sword Blade
tconstruct:large_sword_blade:0, Red Garnet Large Sword Blade
tconstruct:large_sword_blade:0, Rubber Large Sword Blade
tconstruct:large_sword_blade:0, Certus Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Fluix Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Prosperity Shard Large Sword Blade
tconstruct:large_sword_blade:0, Soulium Large Sword Blade
tconstruct:large_sword_blade:0, Base Essence Large Sword Blade
tconstruct:large_sword_blade:0, Inferium Large Sword Blade
tconstruct:large_sword_blade:0, Prudentium Large Sword Blade
tconstruct:large_sword_blade:0, Intermedium Large Sword Blade
tconstruct:large_sword_blade:0, Superium Large Sword Blade
tconstruct:large_sword_blade:0, Supremium Large Sword Blade
tconstruct:large_sword_blade:0, Certus Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Fluix Crystal Large Sword Blade
tconstruct:large_sword_blade:0, Charged Certus Quartz Large Sword Blade
tconstruct:large_sword_blade:0, Glowstone Large Sword Blade
tconstruct:large_sword_blade:0, Zinc Large Sword Blade
tconstruct:large_sword_blade:0, Titanium Large Sword Blade
tconstruct:large_sword_blade:0, Iridium Large Sword Blade
tconstruct:large_sword_blade:0, Aluminum Large Sword Blade
tconstruct:large_sword_blade:0, Platinum Large Sword Blade
tconstruct:large_sword_blade:0, Invar Large Sword Blade
tconstruct:large_sword_blade:0, Amethyst Large Sword Blade
tconstruct:large_sword_blade:0, Ruby Large Sword Blade
tconstruct:large_sword_blade:0, Sapphire Large Sword Blade
tconstruct:large_sword_blade:0, Peridot Large Sword Blade
tconstruct:large_sword_blade:0, Enderium Large Sword Blade
tconstruct:large_sword_blade:0, Lumium Large Sword Blade
tconstruct:large_sword_blade:0, Signalum Large Sword Blade
tconstruct:large_sword_blade:0, Lavium Large Sword Blade
tconstruct:large_sword_blade:0, Qivium Large Sword Blade
tconstruct:hammer_head:0, Electrical Hammer Head
tconstruct:hammer_head:0, Energetic Hammer Head
tconstruct:hammer_head:0, Vibrant Hammer Head
tconstruct:hammer_head:0, Red Hammer Head
tconstruct:hammer_head:0, Conductive Hammer Head
tconstruct:hammer_head:0, Pulsating Hammer Head
tconstruct:hammer_head:0, Dark Hammer Head
tconstruct:hammer_head:0, Souled Hammer Head
tconstruct:hammer_head:0, Hammer Head of the End
tconstruct:hammer_head:0, Fake-Iron Hammer Head
tconstruct:hammer_head:0, Wooden Hammer Head
tconstruct:hammer_head:0, Stone Hammer Head
tconstruct:hammer_head:0, Flint Hammer Head
tconstruct:hammer_head:0, Cactus Hammer Head
tconstruct:hammer_head:0, Bone Hammer Head
tconstruct:hammer_head:0, Obsidian Hammer Head
tconstruct:hammer_head:0, Prismarine Hammer Head
tconstruct:hammer_head:0, End Hammer Head
tconstruct:hammer_head:0, Paper Hammer Head
tconstruct:hammer_head:0, Sponge Hammer Head
tconstruct:hammer_head:0, Firewood Hammer Head
tconstruct:hammer_head:0, Iron Hammer Head
tconstruct:hammer_head:0, Pig Iron Hammer Head
tconstruct:hammer_head:0, Knightslime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Slime Hammer Head
tconstruct:hammer_head:0, Magma Slime Hammer Head
tconstruct:hammer_head:0, Netherrack Hammer Head
tconstruct:hammer_head:0, Cobalt Hammer Head
tconstruct:hammer_head:0, Ardite Hammer Head
tconstruct:hammer_head:0, Manyullyn Hammer Head
tconstruct:hammer_head:0, Copper Hammer Head
tconstruct:hammer_head:0, Bronze Hammer Head
tconstruct:hammer_head:0, Lead Hammer Head
tconstruct:hammer_head:0, Silver Hammer Head
tconstruct:hammer_head:0, Electrum Hammer Head
tconstruct:hammer_head:0, Steel Hammer Head
tconstruct:hammer_head:0, Magical Wooden Hammer Head
tconstruct:hammer_head:0, Evil Infused Hammer Head
tconstruct:hammer_head:0, Enchanted Hammer Head
tconstruct:hammer_head:0, Demonic Hammer Head
tconstruct:hammer_head:0, Amordrine Hammer Head
tconstruct:hammer_head:0, Haderoth Hammer Head
tconstruct:hammer_head:0, Alduorite Hammer Head
tconstruct:hammer_head:0, Platinum Hammer Head
tconstruct:hammer_head:0, Vulcanite Hammer Head
tconstruct:hammer_head:0, Ignatius Hammer Head
tconstruct:hammer_head:0, Etherium Hammer Head
tconstruct:hammer_head:0, Quicksilver Hammer Head
tconstruct:hammer_head:0, Brass Hammer Head
tconstruct:hammer_head:0, Astral Silver Hammer Head
tconstruct:hammer_head:0, Hepatizon Hammer Head
tconstruct:hammer_head:0, Eximite Hammer Head
tconstruct:hammer_head:0, Sanguinite Hammer Head
tconstruct:hammer_head:0, Desichalkos Hammer Head
tconstruct:hammer_head:0, Celenegil Hammer Head
tconstruct:hammer_head:0, Shadow Iron Hammer Head
tconstruct:hammer_head:0, Carmot Hammer Head
tconstruct:hammer_head:0, Mithril Hammer Head
tconstruct:hammer_head:0, Ceruclase Hammer Head
tconstruct:hammer_head:0, Deep Iron Hammer Head
tconstruct:hammer_head:0, Angmallen Hammer Head
tconstruct:hammer_head:0, Kalendrite Hammer Head
tconstruct:hammer_head:0, Damascus Steel Hammer Head
